	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description
6848	ENCFF214DTC+	/home/drk/tillage/datasets/human/rna/encode/ENCSR448DCX/summary/coverage+.w5	768	384	0.3	sum_sqrt	6849	RNA:urinary bladder tissue male child (3 years)
6849	ENCFF214DTC-	/home/drk/tillage/datasets/human/rna/encode/ENCSR448DCX/summary/coverage-.w5	768	384	0.3	sum_sqrt	6848	RNA:urinary bladder tissue male child (3 years)
6850	ENCFF804LUI+	/home/drk/tillage/datasets/human/rna/encode/ENCSR448VSW/summary/coverage+.w5	768	384	0.3	sum_sqrt	6851	RNA:spleen tissue female adult (30 years)
6851	ENCFF804LUI-	/home/drk/tillage/datasets/human/rna/encode/ENCSR448VSW/summary/coverage-.w5	768	384	0.3	sum_sqrt	6850	RNA:spleen tissue female adult (30 years)
6852	ENCFF011JWL	/home/drk/tillage/datasets/human/rna/encode/ENCSR449GLL/summary/coverage.w5	768	384	0.3	sum_sqrt	6852	RNA:B cell male adult (37 years)
6853	ENCFF542BVY+	/home/drk/tillage/datasets/human/rna/encode/ENCSR450BNZ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6854	RNA:Peyer's patch tissue female adult (51 years)
6854	ENCFF542BVY-	/home/drk/tillage/datasets/human/rna/encode/ENCSR450BNZ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6853	RNA:Peyer's patch tissue female adult (51 years)
6855	ENCFF498TQF+	/home/drk/tillage/datasets/human/rna/encode/ENCSR450ENK/summary/coverage+.w5	768	384	0.3	sum_sqrt	6856	RNA:suprapubic skin tissue female adult (53 years)
6856	ENCFF498TQF-	/home/drk/tillage/datasets/human/rna/encode/ENCSR450ENK/summary/coverage-.w5	768	384	0.3	sum_sqrt	6855	RNA:suprapubic skin tissue female adult (53 years)
6857	ENCFF634WOM+	/home/drk/tillage/datasets/human/rna/encode/ENCSR450EXF/summary/coverage+.w5	768	384	0.3	sum_sqrt	6858	RNA:WTC11
6858	ENCFF634WOM-	/home/drk/tillage/datasets/human/rna/encode/ENCSR450EXF/summary/coverage-.w5	768	384	0.3	sum_sqrt	6857	RNA:WTC11
6859	ENCFF436OWO	/home/drk/tillage/datasets/human/rna/encode/ENCSR451LDB/summary/coverage.w5	768	384	0.3	sum_sqrt	6859	RNA:K562 treated with 50 uM C646 for 12 hours
6860	ENCFF283IQC+	/home/drk/tillage/datasets/human/rna/encode/ENCSR452VLO/summary/coverage+.w5	768	384	0.3	sum_sqrt	6861	RNA:foreskin keratinocyte male newborn
6861	ENCFF283IQC-	/home/drk/tillage/datasets/human/rna/encode/ENCSR452VLO/summary/coverage-.w5	768	384	0.3	sum_sqrt	6860	RNA:foreskin keratinocyte male newborn
6862	ENCFF263KEJ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR457ENP/summary/coverage+.w5	768	384	0.3	sum_sqrt	6863	RNA:right atrium auricular region tissue female adult (51 years)
6863	ENCFF263KEJ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR457ENP/summary/coverage-.w5	768	384	0.3	sum_sqrt	6862	RNA:right atrium auricular region tissue female adult (51 years)
6864	ENCFF286TKQ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR458FZP/summary/coverage+.w5	768	384	0.3	sum_sqrt	6865	RNA:activated naive CD4-positive, alpha-beta T cell male adult (43 years)
6865	ENCFF286TKQ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR458FZP/summary/coverage-.w5	768	384	0.3	sum_sqrt	6864	RNA:activated naive CD4-positive, alpha-beta T cell male adult (43 years)
6866	ENCFF318EJE+	/home/drk/tillage/datasets/human/rna/encode/ENCSR460YCS/summary/coverage+.w5	768	384	0.3	sum_sqrt	6867	RNA:lower leg skin tissue male adult (54 years)
6867	ENCFF318EJE-	/home/drk/tillage/datasets/human/rna/encode/ENCSR460YCS/summary/coverage-.w5	768	384	0.3	sum_sqrt	6866	RNA:lower leg skin tissue male adult (54 years)
6868	ENCFF223MUU	/home/drk/tillage/datasets/human/rna/encode/ENCSR463JBR/summary/coverage.w5	768	384	0.3	sum_sqrt	6868	RNA:CD4-positive, alpha-beta T cell male adult (37 years)
6869	ENCFF992XOR+	/home/drk/tillage/datasets/human/rna/encode/ENCSR464VSR/summary/coverage+.w5	768	384	0.3	sum_sqrt	6870	RNA:placenta tissue male embryo
6870	ENCFF992XOR-	/home/drk/tillage/datasets/human/rna/encode/ENCSR464VSR/summary/coverage-.w5	768	384	0.3	sum_sqrt	6869	RNA:placenta tissue male embryo
6871	ENCFF064BKZ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR466XAR/summary/coverage+.w5	768	384	0.3	sum_sqrt	6872	RNA:chorion tissue female embryo (40 weeks)
6872	ENCFF064BKZ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR466XAR/summary/coverage-.w5	768	384	0.3	sum_sqrt	6871	RNA:chorion tissue female embryo (40 weeks)
6873	ENCFF735XXE	/home/drk/tillage/datasets/human/rna/encode/ENCSR467YDA/summary/coverage.w5	768	384	0.3	sum_sqrt	6873	RNA:CD14-positive monocyte
6874	ENCFF884TVR	/home/drk/tillage/datasets/human/rna/encode/ENCSR468FBC/summary/coverage.w5	768	384	0.3	sum_sqrt	6874	RNA:thymus tissue male embryo (113 days)
6875	ENCFF144BNP+	/home/drk/tillage/datasets/human/rna/encode/ENCSR469WPG/summary/coverage+.w5	768	384	0.3	sum_sqrt	6876	RNA:Caco-2
6876	ENCFF144BNP-	/home/drk/tillage/datasets/human/rna/encode/ENCSR469WPG/summary/coverage-.w5	768	384	0.3	sum_sqrt	6875	RNA:Caco-2
6877	ENCFF163BTT+	/home/drk/tillage/datasets/human/rna/encode/ENCSR470JHE/summary/coverage+.w5	768	384	0.3	sum_sqrt	6878	RNA:cerebellum tissue male embryo (20 weeks)
6878	ENCFF163BTT-	/home/drk/tillage/datasets/human/rna/encode/ENCSR470JHE/summary/coverage-.w5	768	384	0.3	sum_sqrt	6877	RNA:cerebellum tissue male embryo (20 weeks)
6879	ENCFF561TMR+	/home/drk/tillage/datasets/human/rna/encode/ENCSR471RUK/summary/coverage+.w5	768	384	0.3	sum_sqrt	6880	RNA:stomach tissue male adult (37 years)
6880	ENCFF561TMR-	/home/drk/tillage/datasets/human/rna/encode/ENCSR471RUK/summary/coverage-.w5	768	384	0.3	sum_sqrt	6879	RNA:stomach tissue male adult (37 years)
6881	ENCFF911JBW+	/home/drk/tillage/datasets/human/rna/encode/ENCSR472PBS/summary/coverage+.w5	768	384	0.3	sum_sqrt	6882	RNA:endodermal cell originated from HUES64
6882	ENCFF911JBW-	/home/drk/tillage/datasets/human/rna/encode/ENCSR472PBS/summary/coverage-.w5	768	384	0.3	sum_sqrt	6881	RNA:endodermal cell originated from HUES64
6883	ENCFF291GNY+	/home/drk/tillage/datasets/human/rna/encode/ENCSR473XAP/summary/coverage+.w5	768	384	0.3	sum_sqrt	6884	RNA:naive thymus-derived CD8-positive, alpha-beta T cell male adult (30 years)
6884	ENCFF291GNY-	/home/drk/tillage/datasets/human/rna/encode/ENCSR473XAP/summary/coverage-.w5	768	384	0.3	sum_sqrt	6883	RNA:naive thymus-derived CD8-positive, alpha-beta T cell male adult (30 years)
6885	ENCFF213LRI+	/home/drk/tillage/datasets/human/rna/encode/ENCSR474TRG/summary/coverage+.w5	768	384	0.3	sum_sqrt	6886	RNA:esophagus squamous epithelium tissue male adult (54 years)
6886	ENCFF213LRI-	/home/drk/tillage/datasets/human/rna/encode/ENCSR474TRG/summary/coverage-.w5	768	384	0.3	sum_sqrt	6885	RNA:esophagus squamous epithelium tissue male adult (54 years)
6887	ENCFF400CHK+	/home/drk/tillage/datasets/human/rna/encode/ENCSR479MNN/summary/coverage+.w5	768	384	0.3	sum_sqrt	6888	RNA:placenta tissue male embryo
6888	ENCFF400CHK-	/home/drk/tillage/datasets/human/rna/encode/ENCSR479MNN/summary/coverage-.w5	768	384	0.3	sum_sqrt	6887	RNA:placenta tissue male embryo
6889	ENCFF685FCX+	/home/drk/tillage/datasets/human/rna/encode/ENCSR480SLD/summary/coverage+.w5	768	384	0.3	sum_sqrt	6890	RNA:suprapubic skin tissue female adult (51 years)
6890	ENCFF685FCX-	/home/drk/tillage/datasets/human/rna/encode/ENCSR480SLD/summary/coverage-.w5	768	384	0.3	sum_sqrt	6889	RNA:suprapubic skin tissue female adult (51 years)
6891	ENCFF947KGU	/home/drk/tillage/datasets/human/rna/encode/ENCSR482VRI/summary/coverage.w5	768	384	0.3	sum_sqrt	6891	RNA:small intestine tissue male embryo (108 days)
6892	ENCFF715SXQ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR483IHO/summary/coverage+.w5	768	384	0.3	sum_sqrt	6893	RNA:with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)
6893	ENCFF715SXQ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR483IHO/summary/coverage-.w5	768	384	0.3	sum_sqrt	6892	RNA:with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)
6894	ENCFF697OAU+	/home/drk/tillage/datasets/human/rna/encode/ENCSR484WZL/summary/coverage+.w5	768	384	0.3	sum_sqrt	6895	RNA:placenta tissue embryo
6895	ENCFF697OAU-	/home/drk/tillage/datasets/human/rna/encode/ENCSR484WZL/summary/coverage-.w5	768	384	0.3	sum_sqrt	6894	RNA:placenta tissue embryo
6896	ENCFF263ZRO+	/home/drk/tillage/datasets/human/rna/encode/ENCSR485WBR/summary/coverage+.w5	768	384	0.3	sum_sqrt	6897	RNA:gastroesophageal sphincter tissue male adult (54 years)
6897	ENCFF263ZRO-	/home/drk/tillage/datasets/human/rna/encode/ENCSR485WBR/summary/coverage-.w5	768	384	0.3	sum_sqrt	6896	RNA:gastroesophageal sphincter tissue male adult (54 years)
6898	ENCFF181QTI+	/home/drk/tillage/datasets/human/rna/encode/ENCSR490SQH/summary/coverage+.w5	768	384	0.3	sum_sqrt	6899	RNA:H7
6899	ENCFF181QTI-	/home/drk/tillage/datasets/human/rna/encode/ENCSR490SQH/summary/coverage-.w5	768	384	0.3	sum_sqrt	6898	RNA:H7
6900	ENCFF470HTA	/home/drk/tillage/datasets/human/rna/encode/ENCSR491XNW/summary/coverage.w5	768	384	0.3	sum_sqrt	6900	RNA:with multiple sclerosis; CD8-positive, alpha-beta memory T cell
6901	ENCFF952UWM	/home/drk/tillage/datasets/human/rna/encode/ENCSR492KRY/summary/coverage.w5	768	384	0.3	sum_sqrt	6901	RNA:K562 treated with 10 nM Chaetocin for 4 hours
6902	ENCFF535TIX+	/home/drk/tillage/datasets/human/rna/encode/ENCSR495HDM/summary/coverage+.w5	768	384	0.3	sum_sqrt	6903	RNA:prostate gland tissue male adult (37 years)
6903	ENCFF535TIX-	/home/drk/tillage/datasets/human/rna/encode/ENCSR495HDM/summary/coverage-.w5	768	384	0.3	sum_sqrt	6902	RNA:prostate gland tissue male adult (37 years)
6904	ENCFF143EWZ	/home/drk/tillage/datasets/human/rna/encode/ENCSR495UXA/summary/coverage.w5	768	384	0.3	sum_sqrt	6904	RNA:kidney tissue female embryo (108 days)
6905	ENCFF089GUP	/home/drk/tillage/datasets/human/rna/encode/ENCSR499NEL/summary/coverage.w5	768	384	0.3	sum_sqrt	6905	RNA:left lung tissue female embryo (105 days)
6906	ENCFF849BKN+	/home/drk/tillage/datasets/human/rna/encode/ENCSR500JSJ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6907	RNA:upper lobe of left lung tissue male adult (60 years)
6907	ENCFF849BKN-	/home/drk/tillage/datasets/human/rna/encode/ENCSR500JSJ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6906	RNA:upper lobe of left lung tissue male adult (60 years)
6908	ENCFF388QFN+	/home/drk/tillage/datasets/human/rna/encode/ENCSR500UOD/summary/coverage+.w5	768	384	0.3	sum_sqrt	6909	RNA:mesodermal cell originated from HUES64
6909	ENCFF388QFN-	/home/drk/tillage/datasets/human/rna/encode/ENCSR500UOD/summary/coverage-.w5	768	384	0.3	sum_sqrt	6908	RNA:mesodermal cell originated from HUES64
6910	ENCFF845DJW+	/home/drk/tillage/datasets/human/rna/encode/ENCSR501DTN/summary/coverage+.w5	768	384	0.3	sum_sqrt	6911	RNA:CD8-positive, alpha-beta T cell male adult (21 years)
6911	ENCFF845DJW-	/home/drk/tillage/datasets/human/rna/encode/ENCSR501DTN/summary/coverage-.w5	768	384	0.3	sum_sqrt	6910	RNA:CD8-positive, alpha-beta T cell male adult (21 years)
6912	ENCFF754ZRA+	/home/drk/tillage/datasets/human/rna/encode/ENCSR502OTI/summary/coverage+.w5	768	384	0.3	sum_sqrt	6913	RNA:psoas muscle tissue female adult (30 years)
6913	ENCFF754ZRA-	/home/drk/tillage/datasets/human/rna/encode/ENCSR502OTI/summary/coverage-.w5	768	384	0.3	sum_sqrt	6912	RNA:psoas muscle tissue female adult (30 years)
6914	ENCFF560FVE+	/home/drk/tillage/datasets/human/rna/encode/ENCSR504NIU/summary/coverage+.w5	768	384	0.3	sum_sqrt	6915	RNA:subcutaneous adipose tissue tissue female adult (53 years)
6915	ENCFF560FVE-	/home/drk/tillage/datasets/human/rna/encode/ENCSR504NIU/summary/coverage-.w5	768	384	0.3	sum_sqrt	6914	RNA:subcutaneous adipose tissue tissue female adult (53 years)
6916	ENCFF672AXQ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR504QMK/summary/coverage+.w5	768	384	0.3	sum_sqrt	6917	RNA:right lobe of liver tissue female adult (53 years)
6917	ENCFF672AXQ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR504QMK/summary/coverage-.w5	768	384	0.3	sum_sqrt	6916	RNA:right lobe of liver tissue female adult (53 years)
6918	ENCFF280YRS+	/home/drk/tillage/datasets/human/rna/encode/ENCSR504VXC/summary/coverage+.w5	768	384	0.3	sum_sqrt	6919	RNA:A375
6919	ENCFF280YRS-	/home/drk/tillage/datasets/human/rna/encode/ENCSR504VXC/summary/coverage-.w5	768	384	0.3	sum_sqrt	6918	RNA:A375
6920	ENCFF833QMT+	/home/drk/tillage/datasets/human/rna/encode/ENCSR510MIA/summary/coverage+.w5	768	384	0.3	sum_sqrt	6921	RNA:esophagus squamous epithelium tissue female adult (51 years)
6921	ENCFF833QMT-	/home/drk/tillage/datasets/human/rna/encode/ENCSR510MIA/summary/coverage-.w5	768	384	0.3	sum_sqrt	6920	RNA:esophagus squamous epithelium tissue female adult (51 years)
6922	ENCFF089SDX+	/home/drk/tillage/datasets/human/rna/encode/ENCSR510PSL/summary/coverage+.w5	768	384	0.3	sum_sqrt	6923	RNA:spleen tissue female adult (30 years)
6923	ENCFF089SDX-	/home/drk/tillage/datasets/human/rna/encode/ENCSR510PSL/summary/coverage-.w5	768	384	0.3	sum_sqrt	6922	RNA:spleen tissue female adult (30 years)
6924	ENCFF693XEN	/home/drk/tillage/datasets/human/rna/encode/ENCSR510QZW/summary/coverage.w5	768	384	0.3	sum_sqrt	6924	RNA:GM23248
6925	ENCFF672RNN+	/home/drk/tillage/datasets/human/rna/encode/ENCSR516BJM/summary/coverage+.w5	768	384	0.3	sum_sqrt	6926	RNA:colonic mucosa tissue female child (16 years)
6926	ENCFF672RNN-	/home/drk/tillage/datasets/human/rna/encode/ENCSR516BJM/summary/coverage-.w5	768	384	0.3	sum_sqrt	6925	RNA:colonic mucosa tissue female child (16 years)
6927	ENCFF709QRA+	/home/drk/tillage/datasets/human/rna/encode/ENCSR516TTH/summary/coverage+.w5	768	384	0.3	sum_sqrt	6928	RNA:left ventricle myocardium inferior tissue male adult (60 years)
6928	ENCFF709QRA-	/home/drk/tillage/datasets/human/rna/encode/ENCSR516TTH/summary/coverage-.w5	768	384	0.3	sum_sqrt	6927	RNA:left ventricle myocardium inferior tissue male adult (60 years)
6929	ENCFF481CMO	/home/drk/tillage/datasets/human/rna/encode/ENCSR516VDS/summary/coverage.w5	768	384	0.3	sum_sqrt	6929	RNA:hindlimb muscle tissue male embryo (120 days)
6930	ENCFF344YVW	/home/drk/tillage/datasets/human/rna/encode/ENCSR518BSQ/summary/coverage.w5	768	384	0.3	sum_sqrt	6930	RNA:K562 treated with 10 uM Crizotinib for 4 hours
6931	ENCFF670XJQ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR518XRJ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6932	RNA:endocrine pancreas tissue male adult (45 years)
6932	ENCFF670XJQ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR518XRJ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6931	RNA:endocrine pancreas tissue male adult (45 years)
6933	ENCFF027CXS	/home/drk/tillage/datasets/human/rna/encode/ENCSR522XTV/summary/coverage.w5	768	384	0.3	sum_sqrt	6933	RNA:muscle of back tissue male embryo (101 days)
6934	ENCFF849FLT	/home/drk/tillage/datasets/human/rna/encode/ENCSR523EDD/summary/coverage.w5	768	384	0.3	sum_sqrt	6934	RNA:small intestine tissue female embryo (120 days)
6935	ENCFF901ATL+	/home/drk/tillage/datasets/human/rna/encode/ENCSR523RGW/summary/coverage+.w5	768	384	0.3	sum_sqrt	6936	RNA:pancreas tissue female adult (47 years)
6936	ENCFF901ATL-	/home/drk/tillage/datasets/human/rna/encode/ENCSR523RGW/summary/coverage-.w5	768	384	0.3	sum_sqrt	6935	RNA:pancreas tissue female adult (47 years)
6937	ENCFF069OIK+	/home/drk/tillage/datasets/human/rna/encode/ENCSR528ZKN/summary/coverage+.w5	768	384	0.3	sum_sqrt	6938	RNA:gastroesophageal sphincter tissue male adult (37 years)
6938	ENCFF069OIK-	/home/drk/tillage/datasets/human/rna/encode/ENCSR528ZKN/summary/coverage-.w5	768	384	0.3	sum_sqrt	6937	RNA:gastroesophageal sphincter tissue male adult (37 years)
6939	ENCFF113MGH+	/home/drk/tillage/datasets/human/rna/encode/ENCSR530NHO/summary/coverage+.w5	768	384	0.3	sum_sqrt	6940	RNA:K562 nuclear fraction
6940	ENCFF113MGH-	/home/drk/tillage/datasets/human/rna/encode/ENCSR530NHO/summary/coverage-.w5	768	384	0.3	sum_sqrt	6939	RNA:K562 nuclear fraction
6941	ENCFF007LJG	/home/drk/tillage/datasets/human/rna/encode/ENCSR531RKI/summary/coverage.w5	768	384	0.3	sum_sqrt	6941	RNA:muscle of trunk tissue female embryo (120 days)
6942	ENCFF101SYV+	/home/drk/tillage/datasets/human/rna/encode/ENCSR532LJV/summary/coverage+.w5	768	384	0.3	sum_sqrt	6943	RNA:thyroid gland tissue male adult (37 years)
6943	ENCFF101SYV-	/home/drk/tillage/datasets/human/rna/encode/ENCSR532LJV/summary/coverage-.w5	768	384	0.3	sum_sqrt	6942	RNA:thyroid gland tissue male adult (37 years)
6944	ENCFF646ZZQ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR533TOW/summary/coverage+.w5	768	384	0.3	sum_sqrt	6945	RNA:activated CD8-positive, alpha-beta T cell male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads
6945	ENCFF646ZZQ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR533TOW/summary/coverage-.w5	768	384	0.3	sum_sqrt	6944	RNA:activated CD8-positive, alpha-beta T cell male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads
6946	ENCFF298CPL	/home/drk/tillage/datasets/human/rna/encode/ENCSR534JVH/summary/coverage.w5	768	384	0.3	sum_sqrt	6946	RNA:small intestine tissue female embryo (98 days)
6947	ENCFF636BRP+	/home/drk/tillage/datasets/human/rna/encode/ENCSR534UXT/summary/coverage+.w5	768	384	0.3	sum_sqrt	6948	RNA:amnion tissue female embryo (40 weeks)
6948	ENCFF636BRP-	/home/drk/tillage/datasets/human/rna/encode/ENCSR534UXT/summary/coverage-.w5	768	384	0.3	sum_sqrt	6947	RNA:amnion tissue female embryo (40 weeks)
6949	ENCFF790DEA+	/home/drk/tillage/datasets/human/rna/encode/ENCSR535VTR/summary/coverage+.w5	768	384	0.3	sum_sqrt	6950	RNA:HT1080
6950	ENCFF790DEA-	/home/drk/tillage/datasets/human/rna/encode/ENCSR535VTR/summary/coverage-.w5	768	384	0.3	sum_sqrt	6949	RNA:HT1080
6951	ENCFF709BGZ	/home/drk/tillage/datasets/human/rna/encode/ENCSR535YOP/summary/coverage.w5	768	384	0.3	sum_sqrt	6951	RNA:with multiple sclerosis; IgD-negative memory B cell
6952	ENCFF257QQB+	/home/drk/tillage/datasets/human/rna/encode/ENCSR537BCG/summary/coverage+.w5	768	384	0.3	sum_sqrt	6953	RNA:H1
6953	ENCFF257QQB-	/home/drk/tillage/datasets/human/rna/encode/ENCSR537BCG/summary/coverage-.w5	768	384	0.3	sum_sqrt	6952	RNA:H1
6954	ENCFF982JPV+	/home/drk/tillage/datasets/human/rna/encode/ENCSR538FRP/summary/coverage+.w5	768	384	0.3	sum_sqrt	6955	RNA:activated CD8-positive, alpha-beta memory T cell male adult (30 years)
6955	ENCFF982JPV-	/home/drk/tillage/datasets/human/rna/encode/ENCSR538FRP/summary/coverage-.w5	768	384	0.3	sum_sqrt	6954	RNA:activated CD8-positive, alpha-beta memory T cell male adult (30 years)
6956	ENCFF808EKP+	/home/drk/tillage/datasets/human/rna/encode/ENCSR541TIG/summary/coverage+.w5	768	384	0.3	sum_sqrt	6957	RNA:HepG2 membrane fraction
6957	ENCFF808EKP-	/home/drk/tillage/datasets/human/rna/encode/ENCSR541TIG/summary/coverage-.w5	768	384	0.3	sum_sqrt	6956	RNA:HepG2 membrane fraction
6958	ENCFF595DZY	/home/drk/tillage/datasets/human/rna/encode/ENCSR542OHE/summary/coverage.w5	768	384	0.3	sum_sqrt	6958	RNA:spinal cord tissue female embryo (113 days)
6959	ENCFF876MLB	/home/drk/tillage/datasets/human/rna/encode/ENCSR543TQW/summary/coverage.w5	768	384	0.3	sum_sqrt	6959	RNA:right renal pelvis tissue male embryo (120 days)
6960	ENCFF684FER+	/home/drk/tillage/datasets/human/rna/encode/ENCSR544SAU/summary/coverage+.w5	768	384	0.3	sum_sqrt	6961	RNA:Peyer's patch tissue female adult (53 years)
6961	ENCFF684FER-	/home/drk/tillage/datasets/human/rna/encode/ENCSR544SAU/summary/coverage-.w5	768	384	0.3	sum_sqrt	6960	RNA:Peyer's patch tissue female adult (53 years)
6962	ENCFF089BOJ	/home/drk/tillage/datasets/human/rna/encode/ENCSR545MEZ/summary/coverage.w5	768	384	0.3	sum_sqrt	6962	RNA:CD4-positive, alpha-beta T cell male adult (21 years)
6963	ENCFF844CIZ	/home/drk/tillage/datasets/human/rna/encode/ENCSR545WAC/summary/coverage.w5	768	384	0.3	sum_sqrt	6963	RNA:muscle of leg tissue male embryo (97 days)
6964	ENCFF713ZMW	/home/drk/tillage/datasets/human/rna/encode/ENCSR547TNE/summary/coverage.w5	768	384	0.3	sum_sqrt	6964	RNA:muscle of arm tissue male embryo (96 days)
6965	ENCFF728QLF	/home/drk/tillage/datasets/human/rna/encode/ENCSR549DVY/summary/coverage.w5	768	384	0.3	sum_sqrt	6965	RNA:stomach tissue female embryo (108 days)
6966	ENCFF410QZX+	/home/drk/tillage/datasets/human/rna/encode/ENCSR551NII/summary/coverage+.w5	768	384	0.3	sum_sqrt	6967	RNA:lower leg skin tissue female adult (51 years)
6967	ENCFF410QZX-	/home/drk/tillage/datasets/human/rna/encode/ENCSR551NII/summary/coverage-.w5	768	384	0.3	sum_sqrt	6966	RNA:lower leg skin tissue female adult (51 years)
6968	ENCFF150UWD+	/home/drk/tillage/datasets/human/rna/encode/ENCSR552EGO/summary/coverage+.w5	768	384	0.3	sum_sqrt	6969	RNA:HeLa-S3
6969	ENCFF150UWD-	/home/drk/tillage/datasets/human/rna/encode/ENCSR552EGO/summary/coverage-.w5	768	384	0.3	sum_sqrt	6968	RNA:HeLa-S3
6970	ENCFF707WTD+	/home/drk/tillage/datasets/human/rna/encode/ENCSR552RFJ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6971	RNA:stimulated activated CD8-positive, alpha-beta T cell male adult (21 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads
6971	ENCFF707WTD-	/home/drk/tillage/datasets/human/rna/encode/ENCSR552RFJ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6970	RNA:stimulated activated CD8-positive, alpha-beta T cell male adult (21 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads
6972	ENCFF146DMX	/home/drk/tillage/datasets/human/rna/encode/ENCSR552YAE/summary/coverage.w5	768	384	0.3	sum_sqrt	6972	RNA:right renal pelvis tissue male embryo (105 days)
6973	ENCFF085JXX	/home/drk/tillage/datasets/human/rna/encode/ENCSR554KBK/summary/coverage.w5	768	384	0.3	sum_sqrt	6973	RNA:right lung tissue female embryo (108 days)
6974	ENCFF489SFV	/home/drk/tillage/datasets/human/rna/encode/ENCSR555BCP/summary/coverage.w5	768	384	0.3	sum_sqrt	6974	RNA:adrenal gland tissue embryo (96 days)
6975	ENCFF866JMO+	/home/drk/tillage/datasets/human/rna/encode/ENCSR557PFL/summary/coverage+.w5	768	384	0.3	sum_sqrt	6976	RNA:amnion tissue embryo (16 weeks)
6976	ENCFF866JMO-	/home/drk/tillage/datasets/human/rna/encode/ENCSR557PFL/summary/coverage-.w5	768	384	0.3	sum_sqrt	6975	RNA:amnion tissue embryo (16 weeks)
6977	ENCFF274TDF+	/home/drk/tillage/datasets/human/rna/encode/ENCSR558SEE/summary/coverage+.w5	768	384	0.3	sum_sqrt	6978	RNA:A673
6978	ENCFF274TDF-	/home/drk/tillage/datasets/human/rna/encode/ENCSR558SEE/summary/coverage-.w5	768	384	0.3	sum_sqrt	6977	RNA:A673
6979	ENCFF565XVW+	/home/drk/tillage/datasets/human/rna/encode/ENCSR559HWG/summary/coverage+.w5	768	384	0.3	sum_sqrt	6980	RNA:endodermal cell originated from H1
6980	ENCFF565XVW-	/home/drk/tillage/datasets/human/rna/encode/ENCSR559HWG/summary/coverage-.w5	768	384	0.3	sum_sqrt	6979	RNA:endodermal cell originated from H1
6981	ENCFF744BTD+	/home/drk/tillage/datasets/human/rna/encode/ENCSR560IFD/summary/coverage+.w5	768	384	0.3	sum_sqrt	6982	RNA:chorionic villus tissue male embryo (16 weeks)
6982	ENCFF744BTD-	/home/drk/tillage/datasets/human/rna/encode/ENCSR560IFD/summary/coverage-.w5	768	384	0.3	sum_sqrt	6981	RNA:chorionic villus tissue male embryo (16 weeks)
6983	ENCFF488KNY	/home/drk/tillage/datasets/human/rna/encode/ENCSR560MDQ/summary/coverage.w5	768	384	0.3	sum_sqrt	6983	RNA:right lung tissue female embryo (105 days)
6984	ENCFF917RKL+	/home/drk/tillage/datasets/human/rna/encode/ENCSR561FEE/summary/coverage+.w5	768	384	0.3	sum_sqrt	6985	RNA:HepG2
6985	ENCFF917RKL-	/home/drk/tillage/datasets/human/rna/encode/ENCSR561FEE/summary/coverage-.w5	768	384	0.3	sum_sqrt	6984	RNA:HepG2
6986	ENCFF951UGT	/home/drk/tillage/datasets/human/rna/encode/ENCSR561WEX/summary/coverage.w5	768	384	0.3	sum_sqrt	6986	RNA:muscle of leg tissue male embryo (97 days)
6987	ENCFF104NDB+	/home/drk/tillage/datasets/human/rna/encode/ENCSR562BUN/summary/coverage+.w5	768	384	0.3	sum_sqrt	6988	RNA:middle frontal area 46 tissue female adult (90 or above years)
6988	ENCFF104NDB-	/home/drk/tillage/datasets/human/rna/encode/ENCSR562BUN/summary/coverage-.w5	768	384	0.3	sum_sqrt	6987	RNA:middle frontal area 46 tissue female adult (90 or above years)
6989	ENCFF233HOM+	/home/drk/tillage/datasets/human/rna/encode/ENCSR563VMC/summary/coverage+.w5	768	384	0.3	sum_sqrt	6990	RNA:psoas muscle tissue female adult (61 years)
